word,tfidf,label
atrocity,0.5877290493757648,9
arena,0.6164076627776338,9
content,0.43937118848932927,9
testing,0.4060079081509676,9
podium,0.6993242797085346,9
measure,0.552983010148403,9
body,0.719902022298069,9
break,0.5657539689145981,9
peace,0.7059311437996274,9
marry,0.5906024490012273,9
disease,0.5635037138892832,9
sound,0.6205256150690212,9
ship,0.6538824535867263,9
question,0.7160204964087641,9
advert,0.7514670191833136,9
survey,0.6080133645449828,9
director,0.5822798204360272,9
welsh,0.6048700511849467,9
derby,0.6628541694894406,9
bowler,0.5868831636468521,9
team,0.47134858826639014,9
welsh,0.6048700511849467,9
bronze,0.6813316831896757,9
prove,0.48599462707155383,9
area,0.5318110383198159,9
covid,0.5953606901284331,9
still,0.4253121240246421,9
fourth,0.5345404855360798,9
covering,0.6003040216592007,9
map,0.6383094451418252,9
legally,0.4910848810506376,9
free,0.6177107205668887,9
test,0.5405665999034311,9
covid,0.5953606901284331,9
crew,0.6164813675015945,9
student,0.7022180852234817,9
police,0.535152154574625,9
cup,0.6429169337300138,9
thousand,0.4346162440031119,9
actress,0.7241919383556681,9
pop,0.6164439060594166,9
dog,0.673783455229006,9
brain,0.798393903875154,9
inquest,0.819876168674852,9
wale,0.5589402032022874,9
rest,0.5947649875698539,9
squad,0.5816912394740607,9
west,0.6368605349028282,9
link,0.48920299221024766,9
symbol,0.7313532755632169,9
simply,0.4563707999251405,9
servant,0.4749012087109487,9
bullying,0.4480243481459775,9
player,0.663905111887958,9
positive,0.5838786128193549,9
researcher,0.5408337886931974,9
public,0.5231579511659565,9
vaccine,0.6317180954063906,9
designer,0.6981133367361427,9
eve,0.6403304644288984,9
detective,0.40701551196736113,9
kidney,0.7904561516485081,9
tech,0.5179028430509793,9
way,0.48368879468702963,9
cup,0.6429169337300138,9
city,0.5258460495046058,9
ban,0.6755440341630086,9
root,0.5744512855525674,9
brain,0.798393903875154,9
safe,0.6040508939923448,9
rematch,0.7097056555283481,9
cup,0.6429169337300138,9
present,0.4101992566689779,9
scam,0.5274985176455866,9
case,0.5604723132574775,9
tell,0.5743165592737483,9
welcome,0.5946822841455015,9
treat,0.6265254246206857,9
west,0.6368605349028282,9
met,0.6840947053247539,9
drone,0.6693656085167048,9
travel,0.5717196577796454,9
taught,0.47699246398567974,9
threat,0.623374206086815,9
nurse,0.605092359164859,9
activity,0.4067987199321762,9
cup,0.6429169337300138,9
rescue,0.5935378215503332,9
wale,0.5589402032022874,9
dismiss,0.5031495806086558,9
private,0.5583286563365747,9
household,0.5612691492298911,9
blamed,0.5223989168429499,9
burning,0.6133927050774282,9
man,0.6118119870773391,9
freedom,0.6115865854065748,9
guide,0.8169978146070377,9
novel,0.7043304092909687,9
robot,0.7425463188147311,9
riot,0.6985467626594841,9
community,0.6325833115457813,9
better,0.5276393020153685,9
bowler,0.5868831636468521,9
fame,0.6828583027016703,9
running,0.5924477530236946,9
added,0.5756567260737336,9
cameraman,0.609228639656443,9
hospital,0.6156636782994915,9
hoax,0.7015597282033952,9
recent,0.4003790170543579,9
club,0.5188143480728898,9
million,0.6859973968345775,9
probe,0.6195466039314501,9
correspondent,0.594031046740355,9
unexploded,0.6867441176618332,9
sanction,0.6348768219026447,9
quiz,0.594338258261017,9
pregnancy,0.6337972807770444,9
killer,0.6295987840348276,9
happy,0.545333919168754,9
document,0.5012833448921623,9
vow,0.5029091874735135,9
century,0.7176484396747894,9
design,0.45232582560250745,9
club,0.5188143480728898,9
credit,0.6231286196916842,9
funeral,0.6114615174541718,9
gay,0.7168687115463613,9
alive,0.43138583818647386,9
zak,0.5196371067182939,9
asset,0.4357405195492731,9
omicron,0.5801356561015002,9
heritage,0.3905431617718625,9
birth,0.598554952476838,9
question,0.7160204964087641,9
received,0.5583085756960603,9
document,0.5012833448921623,9
globe,0.49662303246213446,9
produced,0.44365475500673573,9
mark,0.5353958358512644,9
actor,0.6550932647814167,9
authority,0.6939573386100817,9
visa,0.6299152863922642,9
profit,0.7002754096944144,9
sheep,0.6725286299099729,9
natural,0.4518612282468677,9
well,0.5974790128406272,9
well,0.5974790128406272,9
winter,0.5620602015906169,9
unseen,0.40546924826784203,9
alive,0.43138583818647386,9
sensational,0.4806002371072134,9
dan,0.6539473959376444,9
billionaire,1.0,9
quickly,0.45056970074734093,9
martin,0.7024702581858187,9
settle,0.5532031127156144,9
blind,0.6611995159569736,9
men,0.6121189996165255,9
missing,0.618281143019216,9
theme,0.4687524861111954,9
sex,0.5756844792632031,9
profit,0.7002754096944144,9
evacuee,0.7505547656285636,9
solve,0.41878211795871273,9
ceremony,0.6093198960091848,9
wedding,0.6689948856210205,9
could,0.7194619067155702,9
platform,0.5723597590298097,9
limit,0.6217270645825604,9
brutal,0.5632834551308746,9
root,0.5744512855525674,9
card,0.5805615044000139,9
icon,0.548245481343056,9
hotspur,0.6203731229368068,9
six,0.5202317587577202,9
marvel,0.7174276928854324,9
retirement,0.8135537253301514,9
hong,0.5883253146441623,9
gove,0.6849037757649717,9
facility,0.443879642551872,9
late,0.5078792047267879,9
union,0.6227736612062882,9
repair,0.6110688338317298,9
attack,0.6854114767958274,9
hosting,0.40148219201187985,9
leader,0.5678272652294835,9
documentary,0.4165825521605261,9
lamb,0.6903698245826474,9
pill,0.5511616557253304,9
maker,0.4338398521981103,9
lung,0.6530717187208583,9
innovative,0.3959781125946363,9
listen,0.5117065081680741,9
skin,0.6750967327830619,9
bike,0.5369213619776011,9
stay,0.39654867635658003,9
villa,0.653850942920353,9
garth,0.6131914961805136,9
dust,0.6618628926563958,9
